,acct_id,bin,number,cent_latitude,cent_longitude,target,calle,resultado_inspeccion
542,1022,1000007,4,40.702717,-74.010716,13,2,1
543,1023,1000007,4,40.702717,-74.010716,13,2,1
544,1024,1000007,4,40.702717,-74.010716,6,2,2
545,1025,1000007,4,40.702717,-74.010716,13,2,1
546,1026,1000007,4,40.702717,-74.010716,6,2,2
547,1027,1000007,4,40.702717,-74.010716,6,2,2
548,1028,1000007,4,40.702717,-74.010716,11,2,2
549,1029,1000007,4,40.702717,-74.010716,11,2,2
550,1030,1000007,4,40.702717,-74.010716,13,2,1
551,1031,1000007,4,40.702717,-74.010716,6,2,2
552,1032,1000007,4,40.702717,-74.010716,2,2,2
553,1033,1000007,4,40.702717,-74.010716,13,2,1
554,1034,1000007,4,40.702717,-74.010716,6,2,2
555,1035,1000007,4,40.702717,-74.010716,13,2,1
556,1036,1000007,4,40.702717,-74.010716,13,2,1
557,1037,1000007,4,40.702717,-74.010716,6,2,2
558,1038,1000007,4,40.702717,-74.010716,13,2,1
559,1039,1000007,4,40.702717,-74.010716,6,2,2
560,1040,1000007,4,40.702717,-74.010716,13,2,1
561,1041,1000007,4,40.702717,-74.010716,13,2,1
562,1042,1000007,4,40.702717,-74.010716,13,2,1
563,1043,1000007,4,40.702717,-74.010716,13,2,1
564,1044,1000007,4,40.702717,-74.010716,13,2,1
565,1045,1000007,4,40.702717,-74.010716,6,2,3
566,1046,1000007,4,40.702717,-74.010716,6,2,2
567,1047,1000007,4,40.702717,-74.010716,6,2,2
568,1048,1000007,4,40.702717,-74.010716,6,2,2
569,1049,1000007,4,40.702717,-74.010716,13,2,1
570,1050,1000007,4,40.702717,-74.010716,13,2,1
571,1051,1000007,4,40.702717,-74.010716,6,2,2
572,1052,1000007,4,40.702717,-74.010716,6,2,2
573,1053,1000007,4,40.702717,-74.010716,13,2,1
574,1054,1000007,4,40.702717,-74.010716,6,2,2
575,1055,1000007,4,40.702717,-74.010716,6,2,2
576,1056,1000007,4,40.702717,-74.010716,13,2,1
577,1057,1000007,4,40.702717,-74.010716,13,2,1
578,1058,1000007,4,40.702717,-74.010716,13,2,1
579,1059,1000007,4,40.702717,-74.010716,7,2,2
580,1060,1000007,4,40.702717,-74.010716,3,2,2
581,1061,1000007,4,40.702717,-74.010716,11,2,2
582,1062,1000007,4,40.702717,-74.010716,11,2,2
583,1063,1000007,4,40.702717,-74.010716,4,2,2
584,1064,1000008,30,40.703295,-74.011023,7,3,4
585,1068,1000008,30,40.703295,-74.011023,11,3,2
586,1069,1000008,30,40.703295,-74.011023,5,3,2
587,1070,1000008,30,40.703295,-74.011023,12,3,1
588,1071,1000012,105,40.703185,-74.011344,12,5,2
589,1074,1000012,105,40.703185,-74.011344,5,5,2
590,1076,1000014,60,40.70344,-74.011084,7,6,1
591,1078,1000014,60,40.70344,-74.011084,7,6,2
592,1079,1000014,60,40.70344,-74.011084,5,6,2
593,1081,1000014,60,40.70344,-74.011084,7,6,2
594,1082,1000014,60,40.70344,-74.011084,12,6,2
595,1083,1000014,60,40.70344,-74.011084,8,6,1
596,1084,1000016,104,40.703147,-74.011936,7,5,1
597,1091,1000016,104,40.703147,-74.011936,13,5,1
598,1094,1000016,104,40.703147,-74.011936,9,5,2
599,1098,1000016,104,40.703147,-74.011936,6,5,2
600,1105,1000016,104,40.703147,-74.011936,13,5,1
601,1106,1000016,104,40.703147,-74.011936,13,5,1
602,1107,1000016,104,40.703147,-74.011936,13,5,1
603,1108,1000016,104,40.703147,-74.011936,4,5,2
604,1109,1000016,104,40.703147,-74.011936,13,5,1
605,1110,1000016,104,40.703147,-74.011936,13,5,1
606,1111,1000016,104,40.703147,-74.011936,13,5,1
607,1112,1000016,104,40.703147,-74.011936,13,5,1
608,1113,1000016,104,40.703147,-74.011936,13,5,1
609,1114,1000016,104,40.703147,-74.011936,13,5,1
610,1115,1000016,104,40.703147,-74.011936,3,5,2
611,1116,1000016,104,40.703147,-74.011936,13,5,1
612,1117,1000016,104,40.703147,-74.011936,13,5,1
613,1118,1000016,104,40.703147,-74.011936,13,5,1
614,1119,1000016,104,40.703147,-74.011936,3,5,2
615,1120,1000016,104,40.703147,-74.011936,6,5,2
616,1121,1000016,104,40.703147,-74.011936,6,5,2
617,1122,1000016,104,40.703147,-74.011936,6,5,3
618,1123,1000016,104,40.703147,-74.011936,6,5,2
619,1124,1000016,104,40.703147,-74.011936,6,5,2
620,1125,1000016,104,40.703147,-74.011936,12,5,2
621,1126,1000016,104,40.703147,-74.011936,2,5,1
622,1127,1000016,104,40.703147,-74.011936,13,5,1
623,1128,1000016,104,40.703147,-74.011936,13,5,1
624,1129,1000016,104,40.703147,-74.011936,2,5,2
625,1130,1000016,104,40.703147,-74.011936,13,5,1
626,1131,1000016,104,40.703147,-74.011936,2,5,3
627,1132,1000016,104,40.703147,-74.011936,13,5,1
628,1133,1000016,104,40.703147,-74.011936,13,5,1
629,1134,1000016,104,40.703147,-74.011936,13,5,1
630,1135,1000016,104,40.703147,-74.011936,6,5,2
631,1136,1000016,104,40.703147,-74.011936,6,5,2
632,1137,1000016,104,40.703147,-74.011936,13,5,1
633,1138,1000016,104,40.703147,-74.011936,6,5,2
634,1139,1000016,104,40.703147,-74.011936,6,5,2
635,1140,1000016,104,40.703147,-74.011936,13,5,1
636,1141,1000016,104,40.703147,-74.011936,13,5,1
637,1142,1000016,104,40.703147,-74.011936,5,5,2
638,1143,1000016,104,40.703147,-74.011936,11,5,5
661,1179,1000018,1,40.702765,-74.013349,5,7,2
662,1180,1000018,1,40.702765,-74.013349,5,7,2
663,1181,1000018,1,40.702765,-74.013349,5,7,2
664,1182,1000018,1,40.702765,-74.013349,5,7,2
665,1183,1000018,1,40.702765,-74.013349,5,7,2
666,1184,1000018,1,40.702765,-74.013349,5,7,2
667,1214,1000018,1,40.702765,-74.013349,5,7,2
668,1224,1000018,1,40.702765,-74.013349,2,7,2
669,1225,1000018,1,40.702765,-74.013349,13,7,1
670,1226,1000018,1,40.702765,-74.013349,6,7,2
671,1227,1000018,1,40.702765,-74.013349,13,7,1
672,1228,1000018,1,40.702765,-74.013349,13,7,1
673,1229,1000018,1,40.702765,-74.013349,13,7,1
674,1230,1000018,1,40.702765,-74.013349,6,7,2
675,1231,1000018,1,40.702765,-74.013349,6,7,2
676,1232,1000018,1,40.702765,-74.013349,11,7,2
677,1233,1000018,1,40.702765,-74.013349,13,7,1
678,1234,1000018,1,40.702765,-74.013349,6,7,2
679,1235,1000018,1,40.702765,-74.013349,13,7,1
680,1236,1000018,1,40.702765,-74.013349,13,7,1
681,1237,1000018,1,40.702765,-74.013349,6,7,2
682,1238,1000018,1,40.702765,-74.013349,2,7,3
683,1239,1000018,1,40.702765,-74.013349,13,7,1
684,1240,1000018,1,40.702765,-74.013349,5,7,2
685,1241,1000018,1,40.702765,-74.013349,13,7,1
686,1242,1000018,1,40.702765,-74.013349,13,7,1
687,1243,1000018,1,40.702765,-74.013349,3,7,2
688,1244,1000018,1,40.702765,-74.013349,6,7,2
689,1245,1000018,1,40.702765,-74.013349,13,7,1
690,1246,1000018,1,40.702765,-74.013349,13,7,1
691,1247,1000018,1,40.702765,-74.013349,13,7,1
692,1248,1000018,1,40.702765,-74.013349,13,7,1
693,1249,1000018,1,40.702765,-74.013349,2,7,3
694,1250,1000018,1,40.702765,-74.013349,2,7,3
695,1251,1000018,1,40.702765,-74.013349,13,7,1
696,1252,1000018,1,40.702765,-74.013349,13,7,1
697,1253,1000018,1,40.702765,-74.013349,6,7,2
698,1254,1000018,1,40.702765,-74.013349,6,7,2
699,1255,1000018,1,40.702765,-74.013349,13,7,1
700,1256,1000018,1,40.702765,-74.013349,13,7,1
701,1257,1000018,1,40.702765,-74.013349,6,8,2
702,1258,1000018,1,40.702765,-74.013349,5,7,2
703,1259,1000018,1,40.702765,-74.013349,5,7,2
704,1260,1000018,1,40.702765,-74.013349,5,7,2
705,1261,1000018,1,40.702765,-74.013349,13,7,1
706,1262,1000018,1,40.702765,-74.013349,5,7,2
707,1263,1000018,1,40.702765,-74.013349,13,7,1
708,1264,1000018,1,40.702765,-74.013349,13,7,1
709,1265,1000018,1,40.702765,-74.013349,6,7,3
710,1266,1000018,1,40.702765,-74.013349,13,7,1
711,1267,1000018,1,40.702765,-74.013349,13,7,1
712,1268,1000018,1,40.702765,-74.013349,6,7,2
713,1269,1000018,1,40.702765,-74.013349,13,7,1
714,1270,1000018,1,40.702765,-74.013349,13,7,1
715,1271,1000018,1,40.702765,-74.013349,7,7,2
716,1272,1000018,1,40.702765,-74.013349,12,7,2
717,1273,1000018,1,40.702765,-74.013349,13,7,1
718,1274,1000018,1,40.702765,-74.013349,2,7,3
719,1275,1000018,1,40.702765,-74.013349,4,8,2
720,1276,1000018,1,40.702765,-74.013349,3,8,2
721,1278,1000018,1,40.702765,-74.013349,11,8,3
722,1279,1000018,1,40.702765,-74.013349,5,7,2
723,1280,1000018,1,40.702765,-74.013349,5,7,1
724,1281,1000018,1,40.702765,-74.013349,5,7,2
725,1283,1000020,15,40.702893,-74.013979,7,7,1
726,1287,1000020,17,40.702893,-74.013979,6,7,1
727,1293,1000020,17,40.702893,-74.013979,13,7,1
728,1307,1000020,17,40.702893,-74.013979,6,7,2
729,1308,1000020,17,40.702893,-74.013979,6,7,1
730,1326,1000020,17,40.702893,-74.013979,9,7,2
731,1347,1000020,17,40.702893,-74.013979,6,7,2
732,1352,1000020,17,40.702893,-74.013979,6,7,2
733,1354,1000020,17,40.702893,-74.013979,2,7,2
734,1362,1000020,17,40.702893,-74.013979,13,7,1
735,1363,1000020,17,40.702893,-74.013979,6,7,2
736,1364,1000020,17,40.702893,-74.013979,6,7,2
737,1365,1000020,17,40.702893,-74.013979,13,7,1
738,1366,1000020,17,40.702893,-74.013979,13,7,1
739,1367,1000020,17,40.702893,-74.013979,6,7,2
740,1368,1000020,17,40.702893,-74.013979,6,7,2
741,1369,1000020,17,40.702893,-74.013979,6,7,2
742,1370,1000020,17,40.702893,-74.013979,6,7,2
743,1371,1000020,17,40.702893,-74.013979,13,7,1
744,1372,1000020,17,40.702893,-74.013979,6,7,2
745,1373,1000020,17,40.702893,-74.013979,13,7,1
746,1374,1000020,17,40.702893,-74.013979,13,7,1
747,1375,1000020,17,40.702893,-74.013979,13,7,1
748,1376,1000020,17,40.702893,-74.013979,6,7,2
749,1377,1000020,17,40.702893,-74.013979,6,7,2
750,1378,1000020,17,40.702893,-74.013979,13,7,1
751,1379,1000020,17,40.702893,-74.013979,13,7,1
752,1380,1000020,17,40.702893,-74.013979,13,7,1
753,1381,1000020,17,40.702893,-74.013979,13,7,1
754,1382,1000020,17,40.702893,-74.013979,13,7,1
755,1383,1000020,17,40.702893,-74.013979,12,7,2
756,1384,1000020,17,40.702893,-74.013979,6,7,2
757,1385,1000020,17,40.702893,-74.013979,13,7,1
758,1386,1000020,17,40.702893,-74.013979,13,7,1
759,1387,1000020,17,40.702893,-74.013979,6,7,2
760,1388,1000020,17,40.702893,-74.013979,6,7,2
761,1389,1000020,17,40.702893,-74.013979,6,7,2
762,1390,1000020,17,40.702893,-74.013979,13,7,1
763,1391,1000020,17,40.702893,-74.013979,13,7,1
764,1392,1000020,17,40.702893,-74.013979,13,7,1
765,1393,1000020,17,40.702893,-74.013979,6,7,2
