,acct_id,bin,number,cent_latitude,cent_longitude,target,calle,resultado_inspeccion
766,1394,1000020,17,40.702893,-74.013979,6,7,2
767,1395,1000020,17,40.702893,-74.013979,13,7,1
768,1396,1000020,17,40.702893,-74.013979,13,7,1
769,1397,1000020,17,40.702893,-74.013979,13,7,1
770,1398,1000020,17,40.702893,-74.013979,13,7,1
771,1399,1000020,17,40.702893,-74.013979,6,7,2
772,1400,1000020,17,40.702893,-74.013979,13,7,1
773,1401,1000020,17,40.702893,-74.013979,6,7,2
774,1402,1000020,17,40.702893,-74.013979,6,7,2
775,1403,1000020,17,40.702893,-74.013979,6,7,2
776,1404,1000020,17,40.702893,-74.013979,6,7,2
777,1405,1000020,17,40.702893,-74.013979,6,7,2
778,1406,1000020,17,40.702893,-74.013979,6,7,3
779,1407,1000020,17,40.702893,-74.013979,13,7,1
780,1408,1000020,17,40.702893,-74.013979,13,7,1
781,1409,1000020,17,40.702893,-74.013979,13,7,1
782,1410,1000020,17,40.702893,-74.013979,13,7,1
783,1411,1000020,17,40.702893,-74.013979,13,7,1
784,1412,1000020,17,40.702893,-74.013979,13,7,1
785,1413,1000020,17,40.702893,-74.013979,2,7,3
786,1414,1000020,17,40.702893,-74.013979,13,7,1
787,1415,1000020,17,40.702893,-74.013979,13,7,1
788,1416,1000020,17,40.702893,-74.013979,13,7,1
789,1417,1000020,17,40.702893,-74.013979,13,7,1
790,1418,1000020,17,40.702893,-74.013979,13,7,1
791,1419,1000020,17,40.702893,-74.013979,13,7,1
792,1420,1000020,17,40.702893,-74.013979,6,7,3
793,1421,1000020,17,40.702893,-74.013979,13,7,1
794,1422,1000020,17,40.702893,-74.013979,13,7,1
795,1423,1000020,17,40.702893,-74.013979,13,7,1
796,1424,1000020,17,40.702893,-74.013979,13,7,1
797,1425,1000020,17,40.702893,-74.013979,6,7,3
798,1426,1000020,17,40.702893,-74.013979,13,7,1
799,1427,1000020,17,40.702893,-74.013979,13,7,1
800,1428,1000020,17,40.702893,-74.013979,13,7,1
801,1429,1000020,17,40.702893,-74.013979,13,7,1
802,1430,1000020,17,40.702893,-74.013979,13,7,1
803,1431,1000020,17,40.702893,-74.013979,6,7,3
804,1432,1000020,17,40.702893,-74.013979,6,7,3
805,1433,1000020,17,40.702893,-74.013979,3,7,2
806,1434,1000020,17,40.702893,-74.013979,11,7,5
807,1436,1000020,17,40.702893,-74.013979,5,7,2
808,1437,1000020,17,40.702893,-74.013979,4,7,6
809,1438,1000020,17,40.702893,-74.013979,5,7,2
810,1439,1000020,17,40.702893,-74.013979,5,7,2
811,1440,1000020,17,40.702893,-74.013979,5,7,2
812,1441,1000020,17,40.702893,-74.013979,5,7,2
813,1442,1000021,24,40.703372,-74.013771,5,7,2
814,1443,1000021,24,40.703372,-74.013771,5,7,1
815,1456,1000021,24,40.703372,-74.013771,5,7,2
816,1471,1000021,24,40.703372,-74.013771,11,7,2
817,1472,1000021,24,40.703372,-74.013771,5,7,2
818,1473,1000021,1,40.703372,-74.013771,13,9,1
819,1475,1000021,24,40.703372,-74.013771,5,7,2
820,1478,1000021,24,40.703372,-74.013771,9,7,2
821,1488,1000021,24,40.703372,-74.013771,11,7,2
822,1497,1000021,24,40.703372,-74.013771,6,7,2
823,1504,1000021,24,40.703372,-74.013771,6,7,2
824,1506,1000021,22,40.703372,-74.013771,11,10,2
825,1510,1000021,24,40.703372,-74.013771,6,7,2
826,1512,1000021,24,40.703372,-74.013771,6,7,2
827,1513,1000021,24,40.703372,-74.013771,6,7,2
828,1514,1000021,24,40.703372,-74.013771,13,7,1
829,1515,1000021,24,40.703372,-74.013771,6,7,2
830,1516,1000021,24,40.703372,-74.013771,2,7,2
831,1517,1000021,24,40.703372,-74.013771,6,7,2
832,1518,1000021,24,40.703372,-74.013771,13,7,1
833,1519,1000021,24,40.703372,-74.013771,13,7,1
834,1520,1000021,24,40.703372,-74.013771,13,7,1
835,1521,1000021,24,40.703372,-74.013771,13,7,1
836,1522,1000021,24,40.703372,-74.013771,13,7,1
837,1523,1000021,24,40.703372,-74.013771,6,7,2
838,1524,1000021,24,40.703372,-74.013771,13,7,1
839,1525,1000021,1,40.703372,-74.013771,13,9,1
840,1526,1000021,24,40.703372,-74.013771,13,7,1
841,1527,1000021,24,40.703372,-74.013771,6,7,2
842,1528,1000021,24,40.703372,-74.013771,6,7,2
843,1529,1000021,24,40.703372,-74.013771,3,7,2
844,1530,1000021,24,40.703372,-74.013771,6,7,2
845,1531,1000021,24,40.703372,-74.013771,13,7,1
846,1532,1000021,24,40.703372,-74.013771,6,7,2
847,1533,1000021,24,40.703372,-74.013771,13,7,1
848,1534,1000021,24,40.703372,-74.013771,6,7,2
849,1535,1000021,24,40.703372,-74.013771,13,7,1
850,1536,1000021,1,40.703372,-74.013771,11,9,2
851,1537,1000021,24,40.703372,-74.013771,5,7,2
852,1538,1000021,24,40.703372,-74.013771,13,7,1
853,1539,1000021,24,40.703372,-74.013771,13,7,1
854,1540,1000021,24,40.703372,-74.013771,6,7,2
855,1541,1000021,24,40.703372,-74.013771,6,7,2
856,1542,1000021,24,40.703372,-74.013771,11,7,2
857,1543,1000021,24,40.703372,-74.013771,13,7,1
858,1544,1000021,24,40.703372,-74.013771,13,7,1
859,1545,1000021,1,40.703372,-74.013771,6,9,2
860,1546,1000021,24,40.703372,-74.013771,6,7,2
861,1547,1000021,24,40.703372,-74.013771,7,7,2
862,1548,1000021,24,40.703372,-74.013771,7,7,2
863,1549,1000021,24,40.703372,-74.013771,2,7,2
864,1550,1000021,24,40.703372,-74.013771,13,7,1
865,1551,1000021,24,40.703372,-74.013771,6,7,2
866,1552,1000021,24,40.703372,-74.013771,12,7,1
867,1553,1000021,24,40.703372,-74.013771,6,7,2
868,1554,1000021,24,40.703372,-74.013771,6,7,2
869,1555,1000021,24,40.703372,-74.013771,13,7,1
870,1556,1000021,24,40.703372,-74.013771,6,7,2
871,1557,1000021,24,40.703372,-74.013771,13,7,1
872,1558,1000021,24,40.703372,-74.013771,13,7,1
873,1559,1000021,24,40.703372,-74.013771,6,7,2
874,1560,1000021,24,40.703372,-74.013771,13,7,1
875,1561,1000021,24,40.703372,-74.013771,6,7,2
876,1562,1000021,24,40.703372,-74.013771,13,7,1
877,1563,1000021,1,40.703372,-74.013771,13,9,1
878,1564,1000021,24,40.703372,-74.013771,6,7,2
879,1565,1000021,24,40.703372,-74.013771,13,7,1
880,1566,1000021,24,40.703372,-74.013771,13,7,1
881,1567,1000021,24,40.703372,-74.013771,6,7,2
882,1568,1000021,24,40.703372,-74.013771,13,7,1
883,1569,1000021,24,40.703372,-74.013771,13,7,1
884,1570,1000021,24,40.703372,-74.013771,6,7,1
885,1571,1000021,24,40.703372,-74.013771,13,7,1
886,1572,1000021,24,40.703372,-74.013771,13,7,1
887,1573,1000021,1,40.703372,-74.013771,11,9,2
888,1574,1000021,24,40.703372,-74.013771,13,7,1
889,1575,1000021,24,40.703372,-74.013771,6,7,2
890,1576,1000021,24,40.703372,-74.013771,6,7,2
891,1577,1000021,24,40.703372,-74.013771,6,7,2
892,1578,1000021,24,40.703372,-74.013771,6,7,2
893,1579,1000021,24,40.703372,-74.013771,6,7,2
894,1580,1000021,24,40.703372,-74.013771,6,7,2
895,1581,1000021,24,40.703372,-74.013771,13,7,1
896,1582,1000021,1,40.703372,-74.013771,12,9,2
897,1583,1000021,24,40.703372,-74.013771,13,7,1
898,1584,1000021,1,40.703372,-74.013771,11,9,2
899,1585,1000021,1,40.703372,-74.013771,11,9,2
900,1586,1000021,24,40.703372,-74.013771,6,7,2
901,1587,1000021,24,40.703372,-74.013771,5,7,2
902,1588,1000021,24,40.703372,-74.013771,4,7,6
903,1589,1000021,24,40.703372,-74.013771,3,7,2
904,1591,1000021,1,40.703372,-74.013771,7,9,1
905,1592,1000021,1,40.703372,-74.013771,11,9,2
906,1593,1000021,24,40.703372,-74.013771,5,7,2
907,1594,1000021,24,40.703372,-74.013771,5,7,2
908,1595,1000021,24,40.703372,-74.013771,5,7,2
909,1596,1000021,24,40.703372,-74.013771,5,7,2
910,1597,1000021,24,40.703372,-74.013771,5,7,2
911,1599,1000022,100,40.703438,-74.012111,13,5,1
912,1600,1000022,100,40.703438,-74.012111,13,5,1
913,1601,1000022,100,40.703438,-74.012111,13,5,1
914,1602,1000022,100,40.703438,-74.012111,7,5,2
915,1603,1000022,100,40.703438,-74.012111,7,5,2
916,1604,1000022,100,40.703438,-74.012111,13,5,1
917,1605,1000022,100,40.703438,-74.012111,13,5,1
918,1606,1000022,100,40.703438,-74.012111,2,5,1
919,1607,1000022,100,40.703438,-74.012111,6,5,3
920,1608,1000022,100,40.703438,-74.012111,13,5,1
921,1609,1000022,100,40.703438,-74.012111,13,5,1
922,1610,1000022,100,40.703438,-74.012111,12,5,1
923,1611,1000022,100,40.703438,-74.012111,13,5,1
924,1612,1000022,100,40.703438,-74.012111,13,5,1
925,1613,1000022,100,40.703438,-74.012111,7,5,2
926,1614,1000022,100,40.703438,-74.012111,7,5,4
927,1615,1000023,33,40.70338,-74.01264,4,10,2
928,1633,1000023,33,40.70338,-74.01264,13,10,1
929,1634,1000023,33,40.70338,-74.01264,5,10,2
930,1637,1000023,33,40.70338,-74.01264,10,10,2
931,1642,1000023,33,40.70338,-74.01264,5,10,2
932,1649,1000023,33,40.70338,-74.01264,13,10,1
933,1650,1000023,33,40.70338,-74.01264,13,10,1
934,1651,1000023,33,40.70338,-74.01264,6,10,2
935,1652,1000023,33,40.70338,-74.01264,6,10,2
936,1653,1000023,33,40.70338,-74.01264,6,10,2
937,1654,1000023,33,40.70338,-74.01264,13,10,1
938,1655,1000023,33,40.70338,-74.01264,13,10,1
939,1656,1000023,33,40.70338,-74.01264,13,10,1
940,1657,1000023,33,40.70338,-74.01264,13,10,1
941,1658,1000023,33,40.70338,-74.01264,13,10,1
942,1659,1000023,33,40.70338,-74.01264,3,10,2
943,1660,1000023,33,40.70338,-74.01264,13,10,1
944,1661,1000023,33,40.70338,-74.01264,6,10,2
945,1662,1000023,33,40.70338,-74.01264,6,10,2
946,1663,1000023,33,40.70338,-74.01264,6,10,2
947,1664,1000023,33,40.70338,-74.01264,3,10,2
948,1665,1000023,33,40.70338,-74.01264,13,10,1
949,1666,1000023,33,40.70338,-74.01264,13,10,1
950,1667,1000023,33,40.70338,-74.01264,6,10,2
951,1668,1000023,33,40.70338,-74.01264,13,10,1
952,1669,1000023,33,40.70338,-74.01264,13,10,1
953,1670,1000023,33,40.70338,-74.01264,6,10,2
954,1671,1000023,33,40.70338,-74.01264,13,10,1
955,1672,1000023,33,40.70338,-74.01264,13,10,1
956,1673,1000023,33,40.70338,-74.01264,2,10,3
957,1674,1000023,33,40.70338,-74.01264,13,10,1
958,1675,1000023,33,40.70338,-74.01264,13,10,1
959,1676,1000023,33,40.70338,-74.01264,13,10,1
960,1677,1000023,33,40.70338,-74.01264,6,10,3
961,1678,1000023,33,40.70338,-74.01264,13,10,1
962,1679,1000023,33,40.70338,-74.01264,3,10,2
963,1680,1000023,33,40.70338,-74.01264,6,10,2
964,1681,1000023,33,40.70338,-74.01264,6,10,2
965,1682,1000023,33,40.70338,-74.01264,13,10,1
966,1683,1000023,33,40.70338,-74.01264,13,10,1
967,1684,1000023,33,40.70338,-74.01264,5,10,2
968,1685,1000023,33,40.70338,-74.01264,3,10,2
969,1686,1000023,33,40.70338,-74.01264,4,10,2
970,1688,1000023,33,40.70338,-74.01264,11,10,2
971,1689,1000023,33,40.70338,-74.01264,5,10,2
972,1690,1000023,33,40.70338,-74.01264,5,10,2
973,1691,1000023,33,40.70338,-74.01264,5,10,2
974,1692,1000023,33,40.70338,-74.01264,7,10,1
975,1693,1000023,33,40.70338,-74.01264,1,10,2
976,1694,1000023,33,40.70338,-74.01264,5,10,2
977,1695,1000023,33,40.70338,-74.01264,5,10,2
978,1699,1000024,27,40.703482,-74.01287,5,10,2
979,1700,1000024,27,40.703482,-74.01287,13,10,1
980,1701,1000024,27,40.703482,-74.01287,13,10,1
981,1702,1000024,27,40.703482,-74.01287,2,10,1
982,1703,1000024,27,40.703482,-74.01287,13,10,1
983,1704,1000024,27,40.703482,-74.01287,13,10,1
984,1705,1000024,27,40.703482,-74.01287,6,10,1
985,1706,1000024,27,40.703482,-74.01287,13,10,1
986,1707,1000024,27,40.703482,-74.01287,13,10,1
987,1708,1000024,27,40.703482,-74.01287,5,10,2
988,1709,1000025,90,40.703804,-74.011956,7,5,1
989,1710,1000025,90,40.703804,-74.011956,5,5,2
990,1711,1000025,90,40.703804,-74.011956,5,5,2
991,1726,1000025,90,40.703804,-74.011956,13,5,1
992,1738,1000025,90,40.703804,-74.011956,6,5,2
993,1744,1000025,90,40.703804,-74.011956,6,5,2
994,1748,1000025,90,40.703804,-74.011956,6,5,2
995,1752,1000025,90,40.703804,-74.011956,13,5,1
996,1753,1000025,90,40.703804,-74.011956,2,5,2
997,1754,1000025,90,40.703804,-74.011956,13,5,1
998,1755,1000025,90,40.703804,-74.011956,13,5,1
999,1756,1000025,90,40.703804,-74.011956,13,5,1
